"msgid","msgstr"
"Must be of type ""Attach Image""","يجب أن يكون من نوع &quot;إرفاق صورة&quot;"
"Must have report permission to access this report.","يجب أن يكون لديك إذن تقارير للوصول إلى هذا التقرير."
"Must specify a Query to run","يجب تحديد استعلام لتشغيل"
"Mute Sounds","كتم الصوتيات"
"Mx","مكس"
"My Account","حسابي"
"My Device","جهازي"
"My Workspaces","مساحات العمل الخاصة بي"
"MyISAM","MYISAM"
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.","ملاحظة: إذا أضفت حالات أو انتقالات في الجدول، فسوف تنعكس في منشئ سير العمل ولكن سيتعين عليك تحديد مواقعها يدويًا. أيضًا، منشئ سير العمل حاليًا في <b>النسخة التجريبية</b>."
"NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings","ملاحظة: هذا المربع قيد الإيقاف. يرجى إعادة إعداد LDAP للعمل مع الإعدادات الأحدث"
"Name","اسم"
"Name (Doc Name)","الاسم (اسم المستند)"
"Name already taken, please set a new name","الاسم مأخوذ بالفعل، يرجى تعيين اسم جديد"
"Name cannot contain special characters like {0}","الإسم لا يمكن أن يحتوي على أحرف خاصة مثل {0}"
"Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer","اسم نوع الوثيقة (DOCTYPE) تريد هذا الحقل لتكون مرتبطة. على سبيل المثال العملاء"
"Name of the new Print Format","اسم تنسيق الطباعة الجديد"
"Name of {0} cannot be {1}","اسم {0} لا يمكن أن يكون {1}"
"Names and surnames by themselves are easy to guess.","الأسماء والألقاب في حد ذاتها سهلة التخمين."
"Naming","التسمية"
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","خيارات التسمية:
<ol><li><b>field:[fieldname]</b> - حسب الحقل</li><li><b>naming_series:</b> - حسب سلسلة التسمية (يجب أن يكون الحقل المسمى naming_series موجودًا)</li><li><b>Prompt</b> - مطالبة المستخدم باسم</li><li><b>[series]</b> - سلسلة حسب البادئة (مفصولة بنقطة)؛ على سبيل المثال PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - استبدال جميع الكلمات بين الأقواس (أسماء الحقول، كلمات التاريخ (DD، MM، YY)، السلاسل) بقيمتها. خارج الأقواس، يمكن استخدام أي أحرف.</li></ol>"
"Naming Rule","قاعدة التسمية"
"Naming Series","سلسلة التسمية"
"Naming Series mandatory","تسمية سلسلة إلزامية"
"Navbar","نافبار"
"Navbar Item","عنصر Navbar"
"Navbar Settings","إعدادات Navbar"
"Navbar Template","قالب نافبار"
"Navbar Template Values","قيم قالب نافبار"
"Navigate list down","انتقل القائمة لأسفل"
"Navigate list up","انتقل القائمة لأعلى"
"Navigate to main content","الانتقال إلى المحتوى الرئيسي"
"Navigation Settings","إعدادات التنقل"
"Need Workspace Manager role to edit private workspace of other users","تحتاج إلى دور مدير مساحة العمل لتعديل مساحة العمل الخاصة بالمستخدمين الآخرين"
"Negative Value","قيمة سالبة"
"Nested set error. Please contact the Administrator.","خطأ مجموعة متداخلة . يرجى الاتصال بمدير البرنامج."
"Network Printer Settings","إعدادات طابعة الشبكة"
"New","جديد"
"New Activity","نشاط جديد"
"New Address","عنوان جديد"
"New Chart","مخطط جديد"
"New Comment on {0}: {1}","تعليق جديد على {0}: {1}"
"New Contact","جهة اتصال جديدة"
"New Custom Block","كتلة مخصصة جديدة"
"New Custom Print Format","تنسيق طباعة مخصص جديد"
"New Document Form","نموذج مستند جديد"
"New Document Shared {0}","مستند جديد مشترك {0}"
"New Email","بريد إلكتروني جديد"
"New Email Account","حساب بريد إلكتروني جديد"
"New Event","حدث جديد"
"New Folder","ملف جديد"
"New Kanban Board","مجلس كانبان جديدة"
"New Links","روابط جديدة"
"New Mention on {0}","إشارة جديدة في {0}"
"New Message from Website Contact Page","رسالة جديدة من موقع الاتصال الصفحة"
"New Name","اسم جديد"
"New Newsletter","النشرة الإخبارية جديدة"
"New Notification","إخطار جديد"
"New Number Card","بطاقة رقمية جديدة"
"New Onboarding","إعداد جديد"
"New Password","كلمة مرور جديدة"
"New Print Format Name","اسم تنسيق طباعة جديد"
"New Quick List","قائمة سريعة جديدة"
"New Report name","اسم التقرير الجديد"
"New Role","دور جديد"
"New Shortcut","اختصار جديد"
"New Users (Last 30 days)","المستخدمون الجدد (آخر 30 يومًا)"
"New Value","قيمة جديدة"
"New Workflow Name","اسم سير العمل الجديد"
"New Workspace","مساحة عمل جديدة"
"New password cannot be same as old password","لا يمكن أن تكون كلمة المرور الجديدة هي نفسها كلمة المرور القديمة"
"New updates are available","تحديثات جديدة متاحة"
"New users will have to be manually registered by system managers.","سيتعين على المستخدمين الجدد التسجيل يدويًا بواسطة مديري النظام."
"New value to be set","القيمة الجديدة التي سيتم تحديدها"
"New {0}","{0} جديد"
"New {0} Created","جديد {0} تم إنشاؤه"
"New {0} {1} added to Dashboard {2}","تمت إضافة {0} {1} جديد إلى لوحة التحكم {2}"
"New {0} {1} created","تم إنشاء {0} {1} جديد"
"New {0}: {1}","جديد {0}: {1}"
"New {} releases for the following apps are available","تتوفر {} إصدارات جديدة للتطبيقات التالية"
"Newly created user {0} has no roles enabled.","المستخدم الذي تم إنشاؤه حديثًا {0} ليس لديه أي أدوار ممكّنة."
"Newsletter","النشرة الإخبارية"
"Newsletter Attachment","مرفق النشرة الإخبارية"
"Newsletter Email Group","البريد الإلكتروني المجموعة البريدية"
"Newsletter Manager","مدير النشرة الإخبارية"
"Newsletter has already been sent","الرسالة الإخبارية قد تم إرسالها من قبل"
"Newsletter must be published to send webview link in email","يجب نشر النشرة الإخبارية لإرسال رابط عرض الويب في البريد الإلكتروني"
"Newsletter should have atleast one recipient","يجب أن تحتوي الرسالة الإخبارية على متلقي واحد على الأقل"
"Newsletters","النشرات الإخبارية"
"Next","التالي"
"Next","التالي"
"Next 14 Days","الـ 14 يومًا القادمة"
"Next 30 Days","الـ 30 يومًا القادمة"
"Next 6 Months","الـ 6 أشهر القادمة"
"Next 7 Days","الـ 7 أيام القادمة"
"Next Action Email Template","التالي عمل قالب البريد الإلكتروني"
"Next Actions HTML","العمليات القادمة HTML"
"Next Execution","التنفيذ التالي"
"Next Form Tour","جولة النموذج التالية"
"Next Month","الشهر القادم"
"Next Quarter","الربع القادم"
"Next Schedule Date","تاريخ الجدول التالي"
"Next Scheduled Date","تاريخ الجدولة التالي"
"Next State","الحالية التالية"
"Next Step Condition","شرط الخطوة التالية"
"Next Sync Token","رمز المزامنة التالي"
"Next Week","الأسبوع القادم"
"Next Year","السنة القادمة"
"Next actions","الإجراءات التالية"
"Next on Click","التالي عند النقر"
"No","لا"
"No","لا"
"No","لا"
"No Active Sessions","ليست هناك جلسات نشطة"
"No Copy","اي نسخة"
"No Data","لا توجد بيانات"
"No Data...","لا توجد بيانات..."
"No Email Account","ليس لديك حساب البريد الإلكتروني"
"No Email Accounts Assigned","لم يتم تعيين حسابات بريد إلكتروني"
"No Emails","لا رسائل البريد الإلكتروني"
"No Entry for the User {0} found within LDAP!","لم يتم العثور على إدخال للمستخدم {0} في LDAP!"
"No Filters Set","لا توجد فلاتر"
"No Google Calendar Event to sync.","لا يوجد حدث تقويم Google للمزامنة."
"No Images","لا توجد صور"
"No LDAP User found for email: {0}","لم يتم العثور على مستخدم LDAP للبريد الإلكتروني: {0}"
"No Label","لا يوجد تصنيف"
"No Letterhead","لا توجد ترويسة"
"No Name Specified for {0}","لا يوجد اسم محدد لـ {0}"
"No New notifications","لا توجد إشعارات جديدة"
"No Permissions Specified","لا الأذونات المحددة"
"No Permissions set for this criteria.","لم يحدد ضوابط لهذه المعايير."
"No Permitted Charts","لا توجد مخططات مسموح بها"
"No Permitted Charts on this Dashboard","لا توجد مخططات مسموح بها في لوحة المعلومات هذه"
"No Preview","لا يوجد معاينة"
"No Preview Available","لا تتوفر معاينة"
"No Printer is Available.","لا يوجد طابعة متاحة."
"No RQ Workers connected. Try restarting the bench.","لا توجد وحدات عمل RQ متصلة. حاول إعادة تشغيل المقعد."
"No Results","لا يوجد نتائج"
"No Results found","لم يتم العثور على نتائج"
"No Roles Specified","لم يتم تحديد أدوار"
"No Select Field Found","لم يتم العثور على حقل تحديد"
"No Suggestions","لا توجد اقتراحات"
"No Tags","لا علامات"
"No Upcoming Events","لا توجد أحداث قادمة"
"No address added yet.","لم يتم إضافة عنوان بعد."
"No alerts for today","لا تنبيهات لهذا اليوم"
"No automatic optimization suggestions available.","لا تتوفر اقتراحات تحسين تلقائية."
"No broken links found in the email content","لم يتم العثور على روابط معطلة في محتوى البريد الإلكتروني"
"No changes in document","لا توجد تغييرات في المستند"
"No changes made","لم يتم إجراء أي تغييرات"
"No changes made because old and new name are the same.","لم يتم إجراء أي تغييرات لأن الاسم القديم والجديد متماثلان."
"No changes to sync","لا توجد تغييرات للمزامنة"
"No changes to update","لا توجد تغييرات للتحديث"
"No comments yet","لا توجد تعليقات حتى الآن"
"No comments yet. ","لا توجد تعليقات حتى الآن. "
"No contacts added yet.","لم يتم إضافة جهات اتصال بعد."
"No contacts linked to document","لا جهات اتصال مرتبطة بالمستند"
"No data to export","لا توجد بيانات للتصدير"
"No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.","لم يتم العثور على قالب عنوان افتراضي. يرجى إنشاء واحدة جديدة من الإعداد&gt; الطباعة والعلامة التجارية&gt; قالب العنوان."
"No documents found tagged with {0}","لم يتم العثور على مستندات ذات علامة {0}"
"No email account associated with the User. Please add an account under User > Email Inbox.","لا يوجد حساب بريد إلكتروني مرتبط بالمستخدم. الرجاء إضافة حساب ضمن المستخدم&gt; البريد الوارد للبريد الإلكتروني."
"No failed logs","لا توجد سجلات فاشلة"
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".","لم يتم العثور على حقول يمكن استخدامها كعمود كانبان. استخدم تخصيص النموذج لإضافة حقل مخصص من نوع ""تحديد""."
"No file attached","أي ملف مرفق"
"No filters found","لم يتم العثور على عوامل تصفية"
"No filters selected","لم يتم تحديد عوامل تصفية"
"No further records","لا توجد سجلات أخرى"
"No matching records. Search something new","أية سجلات مطابقة. بحث شيئا جديدا"
"No more items to display","لا مزيد من العناصر لعرضها"
"No need for symbols, digits, or uppercase letters.","لا حاجة لرموز أو أرقام أو أحرف كبيرة."
"No new Google Contacts synced.","لم تتم مزامنة جهات اتصال Google الجديدة."
"No new notifications","لا توجد إشعارات جديدة"
"No of Columns","عدد الأعمدة"
"No of Requested SMS","عدد الرسائل النصية المطلوبة"
"No of Rows (Max 500)","عدد الصفوف (بحد أقصى 500)"
"No of Sent SMS","عدد الرسائل النصية المرسلة"
"No permission for {0}","لا يوجد صلاحية لـ {0}<br>No permission for {0}"
"No permission to '{0}' {1}","لا توجد صلاحية ل '{0} ' {1}"
"No permission to read {0}","ليس هناك إذن لقراءة {0}"
"No permission to {0} {1} {2}","لا يوجد تصريح إلى {0} {1} {2}"
"No records deleted","لا توجد سجلات محذوفة"
"No records present in {0}","لا توجد سجلات في {0}"
"No records tagged.","لا توجد سجلات موسومة."
"No records will be exported","لن يتم تصدير سجلات"
"No rows","لا توجد صفوف"
"No subject","لا يوجد موضوع"
"No template found at path: {0}","لم يتم العثور على نموذج في المسار: {0}"
"No values to show","لا توجد قيم لعرضها"
"No {0}","لا يوجد {0}"
"No {0} Found","لم يتم العثور على {0}"
"No {0} found","لم يتم العثور على {0}"
"No {0} found with matching filters. Clear filters to see all {0}.","لم يتم العثور على {0} مع عوامل تصفية مطابقة. امسح عوامل التصفية لرؤية كل {0}."
"No {0} mail","لا {0} الإلكتروني"
"No.","الرقم"
"Nomatim","نوماتيم"
"Non Negative","غير سلبي"
"Non-Conforming","غير مطابق"
"None","لا شيء"
"None: End of Workflow","لا شيء: نهاية سير العمل"
"Normalized Copies","النسخ المعيارية"
"Normalized Query","الاستعلام المعياري"
"Not Allowed","غير مسموح"
"Not Allowed: Disabled User","غير مسموح: مستخدم معطل"
"Not Ancestors Of","ليس الأجداد من"
"Not Descendants Of","ليس من أحفاد"
"Not Equals","لا تساوي"
"Not Found","لم يتم العثور على"
"Not Helpful","غير مفيد"
"Not In","ليس في"
"Not Like","لا تعجبني"
"Not Linked to any record","غير مرتبط بأي سجل"
"Not Nullable","غير قابل للقيمة الفارغة"
"Not Permitted","لا يسمح"
"Not Permitted to read {0}","غير مسموح بقراءة {0}"
"Not Published","لم تنشر"
"Not Saved","لم يتم الحفظ"
"Not Seen","لا أرى"
"Not Sent","لا ترسل"
"Not Set","غير محدد"
"Not Set","غير محدد"
"Not a valid Comma Separated Value (CSV File)","ليس صالحا القيمة المفصولة بفواصل ( CSV ملف)"
"Not a valid User Image.","ليست صورة مستخدم صالحة."
"Not a valid Workflow Action","ليس إجراء سير عمل صالح"
"Not a valid user","ليس مستخدمًا صالحًا"
"Not active","غير نشطة"
"Not allowed for {0}: {1}","غير مسموح لـ {0}: {1}"
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings","غير مسموح بإرفاق مستند {0} ، يرجى تمكين السماح بالطباعة لـ {0} في إعدادات الطباعة"
"Not allowed to create custom Virtual DocType.","غير مسموح بإنشاء نوع مستند افتراضي مخصص."
"Not allowed to print cancelled documents","لا يسمح لطباعة الوثائق الملغاة"
"Not allowed to print draft documents","لا يسمح لطباعة مسودات الوثائق"
"Not allowed via controller permission check","غير مسموح به عبر فحص إذن وحدة التحكم"
"Not found","لم يتم العثور على"
"Not in Developer Mode","ليس في وضع مطور البرامج"
"Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.","ليس في وضع المطور! يقع في site_config.json أو جعل DOCTYPE ""مخصص""."
"Not permitted","غير مسموح به"
"Not permitted to view {0}","غير مسموح بمشاهدة {0}"
"Note","ملاحظات"
"Note Seen By","ملاحظة يراها"
"Note:","ملحوظة:"
"Note: By default emails for failed backups are sent.","ملاحظة: يتم إرسال رسائل البريد الإلكتروني الافتراضية لعمليات النسخ الاحتياطي الفاشلة."
"Note: Changing the Page Name will break previous URL to this page.","ملاحظة: يؤدي تغيير اسم الصفحة إلى كسر عنوان ورل السابق لهذه الصفحة."
"Note: Etc timezones have their signs reversed.","ملاحظة: المناطق الزمنية Etc لها علاماتها معكوسة."
"Note: For best results,  images must be of the same size and width must be greater than height.","ملاحظة: للحصول على أفضل النتائج ، يجب أن تكون الصور بنفس الحجم والعرض يجب أن يكون أكبر من الارتفاع."
"Note: Multiple sessions will be allowed in case of mobile device","ملاحظة: سيتم السماح جلسات متعددة في حالة جهاز الموبايل"
"Note: This will be shared with user.","ملاحظة: سيتم مشاركة هذا مع المستخدم."
"Note: Your request for account deletion will be fulfilled within {0} hours.","ملاحظة: سيتم تلبية طلبك لحذف الحساب خلال {0} ساعة."
"Notes:","ملاحظات:"
"Nothing New","لا يوجد شيء جديد"
"Nothing left to redo","لم يتبق شيء للإعادة"
"Nothing left to undo","لم يتبق شيء للتراجع"
"Nothing to show","لا شيء لإظهار"
"Nothing to update","لا شيء للتحديث"
"Notification","إعلام"
"Notification Log","سجل الإخطار"
"Notification Recipient","مستلم الإعلام"
"Notification Settings","إعدادات الإشعار"
"Notification Subscribed Document","مستند الاشتراك في الإشعارات"
"Notification sent to","تم إرسال الإشعار إلى"
"Notification: customer {0} has no Mobile number set","إشعار: العميل {0} ليس لديه رقم هاتف محمول معين"
"Notification: document {0} has no {1} number set (field: {2})","إشعار: المستند {0} ليس لديه رقم {1} معين (الحقل: {2})"
"Notification: user {0} has no Mobile number set","إشعار: المستخدم {0} ليس لديه رقم هاتف محمول معين"
"Notifications","إخطارات"
"Notifications Disabled","الإشعارات معطلة"
"Notifications and bulk mails will be sent from this outgoing server.","سيتم إرسال الإشعارات والرسائل المجمّعة من هذا الخادم الصادر."
"Notify Users On Every Login","إعلام المستخدمين على كل تسجيل الدخول"
"Notify by Email","الإخطار عن طريق البريد الإلكتروني"
"Notify by email","إبلاغ عبر البريد الإلكتروني"
"Notify if unreplied","يخطر إذا لا تحوي على ردود"
"Notify if unreplied for (in mins)","يخطر إذا لا تحوي على ردود ل (في دقيقة)"
"Notify users with a popup when they log in","إعلام المستخدمين مع منبثقة عندما يقومون بتسجيل الدخول"
"Now","الآن"
"Number","رقم"
"Number Card","بطاقة رقم"
"Number Card Link","رابط بطاقة الرقم"
"Number Card Name","اسم بطاقة الرقم"
"Number Cards","عدد البطاقات"
"Number Format","تنسيق الرقم"
"Number of Backups","عدد النسخ الاحتياطية"
"Number of DB Backups","عدد النسخ الاحتياطية DB"
"Number of DB backups cannot be less than 1","لا يمكن أن يكون عدد نسخ DB الاحتياطية أقل من 1"
"Number of Groups","عدد المجموعات"
"Number of Queries","عدد الاستعلامات"
"Number of attachment fields are more than {}, limit updated to {}.","عدد حقول المرفقات أكثر من {}، تم تحديث الحد إلى {}."
"Number of backups must be greater than zero.","يجب أن يكون عدد النسخ الاحتياطية أكبر من صفر."
"Number of columns for a field in a Grid (Total Columns in a grid should be less than 11)","عدد الأعمدة للحقل في الشبكة (يجب أن يكون مجموع الأعمدة في شبكة أقل من 11)"
"Number of columns for a field in a List View or a Grid (Total Columns should be less than 11)","عدد الأعمدة للحقل في قائمة عرض أو الشبكة (يجب أن يكون مجموع الأعمدة أقل من 11)"
"Number of days after which the document Web View link shared on email will be expired","عدد الأيام التي بعدها سينتهي صلاحية رابط عرض الويب للمستند المشترك عبر البريد الإلكتروني"
"Number of keys","عدد المفاتيح"
"Number of onsite backups","عدد النسخ الاحتياطية المحلية"
"OAuth","OAuth"
"OAuth Authorization Code","مصادقة رمز التفويض"
"OAuth Bearer Token","حامل رمز المصادقة"
"OAuth Client","عميل OAuth"
"OAuth Client ID","معرف عميل OAuth"
"OAuth Client Role","دور عميل OAuth"
"OAuth Error","خطأ OAuth"
"OAuth Provider Settings","إعدادات موفرOAuth"
"OAuth Scope","نطاق OAuth"
"OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.","تم تمكين OAuth ولكن لم يتم تفويضه. يرجى استخدام زر ""تفويض الوصول إلى API"" للقيام بذلك."
"OPTIONS","خيارات"
"OR","أو"
"OTP App","تطبيق كلمة السر الفريدة"
"OTP Issuer Name","اسم جهة مكتب المدعي العام"
"OTP Secret Reset - {0}","إعادة تعيين كلمة المرور السرية لمرة واحدة (OTP) - {0}"
"OTP Secret has been reset. Re-registration will be required on next login.","تمت إعادة تعيين سر مكتب المدعي العام. سوف تكون هناك حاجة لإعادة التسجيل على تسجيل الدخول المقبل."
"OTP setup using OTP App was not completed. Please contact Administrator.","لم يكتمل إعداد كلمة المرور لمرة واحدة (OTP) باستخدام تطبيق OTP. يرجى الاتصال بالمسؤول."
"Occurrences","مرات الحدوث"
"Off","إيقاف"
"Office","مكتب"
"Office 365","مكتب 365"
"Official Documentation","الوثائق الرسمية"
"Offset X","إزاحة X"
"Offset Y","إزاحة Y"
"Old Password","كلمة المرور القديمة"
"Old and new fieldnames are same.","أسماء الحقول القديمة والجديدة هي نفسها."
"Older backups will be automatically deleted","سيتم حذف النسخ الاحتياطية القديمة تلقائيا"
"Oldest Unscheduled Job","أقدم وظيفة غير مجدولة"
"On Hold","قيد الانتظار"
"On Payment Authorization","عند تفويض الدفع"
"On Payment Charge Processed","عند معالجة رسوم الدفع"
"On Payment Failed","عند فشل الدفع"
"On Payment Mandate Acquisition Processed","عند معالجة الحصول على تفويض الدفع"
"On Payment Mandate Charge Processed","عند معالجة رسوم تفويض الدفع"
"On Payment Paid","عند دفع الدفع"
"On checking this option, URL will be treated like a jinja template string","عند تحديد هذا الخيار، سيتم التعامل مع عنوان URL كسلسلة قالب jinja"
"On or After","في أو بعد"
"On or Before","في أو قبل"
"On {0}, {1} wrote:","في {0}، كتب {1}:"
"Onboard","إعداد"
"Onboarding Name","اسم الإعداد"
"Onboarding Permission","إذن على متن الطائرة"
"Onboarding Status","حالة الإعداد"
"Onboarding Step","خطوة Onboarding"
"Onboarding Step Map","خريطة خطوة Onboarding"
"Onboarding complete","اكتمل الإعداد"
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.","بمجرد إرسالها ، لا يمكن تغيير المستندات المقدمة. يمكن إلغاؤها وتعديلها فقط."
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","بمجرد تعيين هذا، سيتمكن المستخدمون فقط من الوصول إلى المستندات (مثل منشور المدونة) حيث يوجد الرابط (مثل Blogger)."
"One Last Step","خطوة أخيرة واحدة"
"One Time Password (OTP) Registration Code from {}","كلمة المرور لمرة واحدة (OTP) رمز التسجيل من {}"
"One of","واحد من"
"Only 200 inserts allowed in one request","فقط 200 إدراج سمحت في طلب واحد"
"Only Administrator can delete Email Queue","يمكن فقط للمسؤول حذف قائمة انتظار البريد الإلكتروني"
"Only Administrator can edit","مدير النظام فقط يمكنه التحرير"
"Only Administrator can save a standard report. Please rename and save.","مسؤول فقط يمكن حفظ تقرير القياسية. الرجاء إعادة تسمية وحفظ."
"Only Administrator is allowed to use Recorder","يسمح فقط للمسؤول باستخدام Recorder"
"Only Allow Edit For","السماح بالتحرير فقط لـ"
"Only Options allowed for Data field are:","الخيارات المسموح بها لحقل البيانات فقط هي:"
"Only Send Records Updated in Last X Hours","فقط إرسال السجلات التي تم تحديثها في آخر X ساعات"
"Only Workspace Manager can edit public workspaces","يمكن لمدير مساحة العمل فقط تعديل مساحات العمل العامة"
"Only allowed to export customizations in developer mode","مسموح فقط بتصدير التخصيصات في وضع المطور"
"Only change this if you want to use other S3 compatible object storage backends.","قم بتغيير هذا فقط إذا كنت تريد استخدام وحدات تخزين كائنات أخرى متوافقة مع S3."
"Only draft documents can be discarded","يمكن تجاهل المستندات المسودة فقط"
"Only for","فقط لـ"
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.","ضرورية لسجلات جديدة الحقول الإلزامية فقط. يمكنك حذف الأعمدة غير الإلزامية إذا كنت ترغب في ذلك."
"Only one {0} can be set as primary.","يمكن تعيين {0} واحد فقط على أنه أساسي."
"Only reports of type Report Builder can be deleted","يمكن حذف تقارير نوع منشئ التقارير فقط"
"Only reports of type Report Builder can be edited","يمكن تعديل تقارير نوع منشئ التقارير فقط"
"Only standard DocTypes are allowed to be customized from Customize Form.","يُسمح بتخصيص أنواع DocTypes القياسية فقط من تخصيص النموذج."
"Only the Administrator can delete a standard DocType.","يمكن للمسؤول فقط حذف نوع مستند قياسي."
"Only the assignee can complete this to-do.","يمكن للمكلف فقط إكمال هذه المهمة."
"Only {0} emailed reports are allowed per user.","يسمح فقط بـ {0} تقرير مرسل عبر البريد الإلكتروني لكل مستخدم."
"Oops! Something went wrong.","عفوًا! حدث خطأ ما."
"Open","مفتوح"
"Open","مفتوح"
"Open Awesomebar","افتح شريط ممتاز"
"Open Communication","فتح الاتصال"
"Open Document","افتح المستند"
"Open Documents","المستندات المفتوحة"
"Open Help","افتح المساعدة"
"Open Reference Document","افتح مستند مرجعي"
"Open Settings","أفتح الإعدادات"
"Open Source Applications for the Web","تطبيقات مفتوحة المصدر للويب"
"Open URL in a New Tab","افتح URL في علامة تبويب جديدة"
"Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.","فتح مربع حوار بالحقول الإلزامية لإنشاء سجل جديد بسرعة. يجب أن يكون هناك حقل إلزامي واحد على الأقل للعرض في مربع الحوار."
"Open a module or tool","فتح وحدة نمطية أو أداة"
"Open in a new tab","فتح في علامة تبويب جديدة"
"Open list item","فتح عنصر القائمة"
"Open reference document","فتح المستند المرجعي"
"Open your authentication app on your mobile phone.","افتح تطبيق المصادقة على هاتفك الجوال."
"Open {0}","مفتوحة {0}"
"OpenID Configuration","تكوين OpenID"
"OpenLDAP","OpenLDAP"
"Opened","افتتح"
"Operation","عملية"
"Operator must be one of {0}","يجب أن يكون المشغل واحدا من {0}"
"Optimize","تحسين"
"Optimizing image...","جارٍ تحسين الصورة..."
"Option 1","الخيار 1"
"Option 2","الخيار 2"
"Option 3","الخيار 3"
"Option {0} for field {1} is not a child table","الخيار {0} للحقل {1} ليس جدولًا فرعيًا"
"Optional: Always send to these ids. Each Email Address on a new row","اختياري: إرسال دوما إلى هذه المعرفات. كل عنوان البريد الإلكتروني على صف جديد"
"Optional: The alert will be sent if this expression is true","اختياري: سيتم إرسال التنبية إذا كان هذا التعبير صحيح"
"Options","خيارات"
"Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType'","'الارتباط الحيوي ""نوع من الخيارات الميدانية يجب أن يشير إلى رابط حقل آخر مع خيارات باسم' DOCTYPE '"
"Options Help","خيارات مساعدة"
"Options for Rating field can range from 3 to 10","يمكن أن تتراوح خيارات حقل التقييم من 3 إلى 10"
"Options for select. Each option on a new line.","خيارات للاختيار. كل خيار على سطر جديد."
"Options for {0} must be set before setting the default value.","يجب تعيين خيارات {0} قبل تعيين القيمة الافتراضية."
"Options is required for field {0} of type {1}","الخيارات مطلوبة للحقل {0} من النوع {1}"
"Options not set for link field {0}","خيارات لم يتم تعيين لحقل الرابط {0}"
"Orange","برتقالي"
"Order","طلب"
"Org History","تاريخ المنظمة"
"Org History Heading","عنوان تاريخ المنظمة"
"Orientation","توجيه"
"Original Value","القيمة الأصلية"
"Other","آخر"
"Outgoing","الصادر"
"Outgoing (SMTP) Settings","إعدادات الصادر (SMTP)"
"Outgoing Emails (Last 7 days)","رسائل البريد الإلكتروني الصادرة (آخر 7 أيام)"
"Outgoing Server","الخادم الصادر"
"Outgoing Settings","إعدادات الصادر"
"Outgoing email account not correct","البريد الالكتروني الصادر غير صحيح<br>Outgoing email account not correct"
"Outlook.com","Outlook.com"
"Output","الناتج"
"Overview","نظرة عامة"
"Owner","مالك"
"PATCH","PATCH"
"PDF","PDF"
"PDF Generation in Progress","جاري إنشاء PDF"
"PDF Generator","مولد PDF"
"PDF Page Height (in mm)","ارتفاع صفحة PDF (بالمليمتر)"
"PDF Page Size","حجم صفحة صيغة PDF"
"PDF Page Width (in mm)","عرض صفحة PDF (بالمليمتر)"
"PDF Settings","إعدادات PDF"
"PDF generation failed","فشل توليد قوات الدفاع الشعبي"
"PDF generation failed because of broken image links","فشل الجيل PDF بسبب الروابط صورة مكسورة"
"PDF generation may not work as expected.","قد لا يعمل إنشاء PDF كما هو متوقع."
"PDF printing via ""Raw Print"" is not supported.","طباعة PDF عبر ""الطباعة الخام"" غير مدعومة."
"PID","معرف العملية (PID)"
"POST","POST"
"PUT","PUT"
"Package","الحزمة"
"Package Import","استيراد الحزمة"
"Package Name","اسم الحزمة"
"Package Release","إصدار الحزمة"
"Packages","الحزم"
"Packages are lightweight apps (collection of Module Defs) that can be created, imported, or released right from the UI","الحزم هي تطبيقات خفيفة الوزن (مجموعة من تعريفات الوحدات) يمكن إنشاؤها أو استيرادها أو إصدارها مباشرة من واجهة المستخدم"
"Page","الصفحة"
"Page Break","فاصل صفحات"
"Page Builder","منشئ الصفحة"
"Page Building Blocks","كتل إنشاء الصفحة"
"Page HTML","صفحة HTML"
"Page Height (in mm)","ارتفاع الصفحة (بالمليمتر)"
"Page Margins","هوامش الصفحة"
"Page Name","اسم الصفحة"
"Page Number","رقم الصفحة"
"Page Route","مسار الصفحة"
"Page Settings","إعدادات الصفحة"
"Page Shortcuts","اختصارات الصفحة"
"Page Size","حجم الصفحة"
"Page Title","عنوان الصفحة"
